popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
49,0.0269,0.704,-1,0.589,0.11,0.154,-12.859,0.0315,128.807,0.789
51,0.00111,0.298,197480,0.597,0.0,0.0819,-12.107,0.0343,180.434,0.536
60,0.758,0.35,-1,0.293,8.21e-06,0.104,-9.502,0.0258,96.685,0.162
64,0.0537,0.628,201653,0.845,0.0,0.378,-4.837,0.0398,115.999,0.801
68,6.57e-05,0.532,-1,0.889,0.00706,0.0943,-5.474,0.0543,93.994,0.508
55,0.0658,0.514,253227,0.589,5.34e-05,0.0862,-8.249,0.032,115.283,0.726
66,0.165,0.589,-1,0.603,0.0,0.0687,-5.517,0.0435,76.874,0.456
63,0.00326,0.541,197800,0.916,2.04e-06,0.0967,-5.964,0.0612,156.015,0.627
66,0.175,0.316,237026,0.86,4.92e-05,0.902,-5.038,0.0661,100.888,0.195
74,0.0241,0.469,382834,0.537,0.00201,0.269,-10.421,0.152,124.193,0.783
58,0.00235,0.334,397768,0.854,0.00114,0.158,-7.531,0.0494,100.175,0.284
65,0.000983,0.531,216067,0.855,0.0,0.0716,-4.95,0.0352,124.578,0.424
57,0.298,0.407,307263,0.411,0.935,0.0956,-11.733,0.0347,100.01,0.0723
55,0.0056,0.577,200707,0.934,0.0,0.0484,-3.999,0.128,137.003,0.54
62,0.573,0.588,221187,0.382,3.31e-05,0.112,-8.821,0.036,95.239,0.72
62,0.334,0.486,-1,0.565,0.00041,0.105,-5.655,0.0326,167.938,0.21
55,0.0841,0.306,384467,0.639,0.0,0.371,-9.91,0.0336,149.686,0.293
59,0.205,0.674,-1,0.892,0.0,0.694,-3.771,0.0293,114.048,0.889
54,0.0727,0.609,-1,0.876,6.96e-06,0.0778,-5.777,0.0438,152.043,0.39
54,0.987,0.281,173400,0.369,0.964,0.274,-16.022,0.036,76.155,0.211
65,0.000995,0.602,261560,0.755,0.0799,0.412,-5.791,0.0397,135.042,0.646
50,0.614,0.749,-1,0.246,0.000138,0.0967,-12.847,0.0383,132.153,0.308
57,0.312,0.605,-1,0.605,0.00511,0.0601,-7.722,0.0837,147.736,0.418
61,0.334,0.506,-1,0.526,0.000539,0.0907,-9.936,0.0285,129.641,0.591
58,0.838,0.665,-1,0.253,0.0,0.168,-7.326,0.0505,142.252,0.477
62,0.0182,0.378,339493,0.596,1.14e-05,0.144,-5.406,0.0323,135.968,0.172
59,0.031,0.513,242667,0.77,0.0,0.198,-5.131,0.0277,119.9529606,0.849
57,0.554,0.371,148253,0.724,0.0,0.299,-9.792,0.0562,170.377,0.916
74,0.176,0.714,222227,0.735,0.000622,0.115,-7.125,0.0306,123.57,0.68
60,1.37e-05,0.511,252400,0.952,0.00201,0.135,-4.243,0.0754,147.999,0.557
51,0.000273,0.616,-1,0.985,0.000145,0.111,-1.598,0.0832,109.979,0.487
47,0.00382,0.583,224720,0.921,0.459,0.226,-8.38,0.0697,125.98,0.222
53,0.00613,0.673,240899,0.722,0.0,0.2,-6.464,0.0638,95.997,0.379
65,0.114,0.491,-1,0.482,2.78e-06,0.626,-6.564,0.0281,112.704,0.407
58,0.118,0.663,-1,0.48,0.000387,0.165,-9.267,0.0245,95.912,0.218
53,0.0093,0.329,276132,0.646,0.00469,0.101,-6.962,0.0283,173.974,0.471
54,0.00229,0.547,226200,0.932,0.0,0.335,-5.237,0.0968,134.981,0.513
56,0.0601,0.559,258693,0.343,0.138,0.1,-13.072,0.0424,119.9529606,0.183
54,0.267,0.467,303680,0.561,3.02e-06,0.132,-6.787,0.0262,81.303,0.493
56,0.955,0.465,284867,0.242,0.0223,0.126,-10.46,0.0298,102.812,0.315
53,0.0364,0.45,415600,0.341,0.000284,0.0405,-14.218,0.0327,118.782,0.366
60,0.000761,0.512,241627,0.933,0.0,0.342,-4.759,0.0738,92.998,0.465
52,0.0249,0.494,256560,0.836,0.0,0.457,-4.327,0.0531,142.56,0.627
56,0.259,0.534,233893,0.457,0.0004,0.203,-8.66,0.0266,140.798,0.271
68,0.182,0.661,266333,0.818,0.000995,0.0527,-5.9,0.0291,147.544,0.79
58,0.171,0.518,303307,0.744,7.63e-06,0.109,-7.106,0.0351,98.022,0.161
48,0.161,0.481,234274,0.571,0.00494,0.357,-8.582,0.0296,167.634,0.634
54,0.000173,0.521,206000,0.919,0.00218,0.301,-3.146,0.0475,131.726,0.746
64,4.82e-06,0.55,252533,0.765,0.873,0.132,-8.684,0.0287,119.9529606,0.417
57,0.00013,0.358,241547,0.92,0.0118,0.0765,-2.843,0.218,99.919,0.493
61,0.00851,0.703,247829,0.785,0.0479,0.178,-7.633,0.0459,105.857,0.592
58,0.318,0.492,356947,0.928,0.107,0.0873,-2.261,0.0495,127.995,0.312
54,0.173,0.811,250909,0.472,0.407,0.0969,-13.446,0.0429,131.983,0.822
60,0.00798,0.562,185960,0.843,3.1e-05,0.112,-4.238,0.0363,91.979,0.262
55,0.425,0.705,-1,0.811,6.15e-05,0.126,-5.201,0.0285,91.974,0.519
64,0.0879,0.428,228147,0.429,0.00041,0.168,-6.06,0.049,127.173,0.182
52,0.0708,0.458,208253,0.751,0.0105,0.169,-4.681,0.032,140.895,0.387
62,0.041,0.576,266040,0.659,0.0,0.0587,-5.617,0.0383,94.853,0.717
50,0.229,0.314,241360,0.483,0.0269,0.564,-8.365,0.0351,145.047,0.348
67,0.0213,0.589,245000,0.614,0.165,0.31,-7.528,0.0426,119.837,0.318
53,0.373,0.649,213528,0.788,0.0,0.108,-7.029,0.0532,119.9529606,0.736
71,0.000332,0.305,206773,0.832,2.4e-05,0.091,-7.981,0.0398,100.677,0.585
49,0.553,0.681,265640,0.447,4.36e-06,0.122,-8.83,0.0477,99.418,0.746
59,0.214,0.599,239613,0.869,0.129,0.108,-4.874,0.0277,90.088,0.637
65,0.431,0.566,233467,0.766,0.0,0.101,-5.036,0.0399,119.9529606,0.547
67,0.00238,0.236,354393,0.84,0.204,0.303,-3.454,0.0572,129.19,0.189
61,0.74,0.571,233667,0.281,0.0,0.163,-10.56,0.0475,142.263,0.294
72,0.605,0.669,231173,0.389,0.16,0.0905,-11.547,0.0306,130.015,0.649
55,0.000138,0.547,243933,0.966,0.000659,0.312,-3.839,0.0452,114.053,0.532
58,0.0091,0.668,299640,0.803,0.00182,0.571,-11.282,0.0459,115.386,0.423
59,0.00106,0.582,-1,0.765,0.0506,0.344,-6.544,0.0376,128.164,0.528
64,0.694,0.61,217400,0.59,2.32e-06,0.15,-7.325,0.0362,137.838,0.352
61,0.0433,0.596,185030,0.729,0.151,0.135,-5.82,0.0698,149.999,0.56
70,0.00569,0.724,163673,0.591,0.0249,0.0833,-5.696,0.0677,107.944,0.633
66,0.445,0.661,180360,0.785,0.000266,0.0854,-5.623,0.0369,91.975,0.371
59,0.00457,0.597,182653,0.733,0.00191,0.501,-4.727,0.11,87.479,0.866
56,0.0121,0.517,187267,0.743,0.0,0.166,-6.152,0.0807,150.134,0.371
69,0.644,0.561,267253,0.337,8.79e-05,0.67,-9.272,0.0284,109.373,0.273
79,0.57,0.65,180056,0.306,7.07e-06,0.0707,-9.443,0.0393,118.068,0.605
58,0.0751,0.411,-1,0.611,0.000221,0.0762,-4.719,0.0298,140.002,0.138
51,0.213,0.535,391320,0.551,8.72e-06,0.172,-9.99,0.0337,79.414,0.631
66,0.129,0.64,195173,0.83,0.0,0.29,-5.43,0.0652,95.004,0.62
73,0.615,0.467,320267,0.324,0.0248,0.118,-10.451,0.0255,94.301,0.166
52,0.386,0.691,256800,0.551,0.00115,0.223,-8.984,0.0389,93.979,0.654
64,0.303,0.399,445187,0.467,0.0186,0.124,-11.763,0.0284,119.9529606,0.525
64,0.35,0.764,174627,0.646,0.0,0.0823,-9.349,0.0305,116.115,0.886
62,9.62e-05,0.623,162293,0.983,0.0617,0.261,-3.548,0.151,134.975,0.271
59,0.00177,0.568,197933,0.871,0.000406,0.36,-5.235,0.0494,133.064,0.693
56,0.392,0.482,323707,0.55,0.0208,0.111,-4.485,0.0267,114.435,0.353
51,0.00537,0.507,231133,0.686,0.0,0.124,-4.974,0.0401,119.9529606,0.389
67,0.175,0.386,363114,0.562,9.17e-06,0.209,-4.363,0.03,72.945,0.228
61,0.498,0.523,241507,0.366,0.0,0.094,-14.069,0.0331,142.814,0.291
66,0.106,0.66,200227,0.799,0.0,0.154,-4.644,0.0995,125.966,0.475
55,0.475,0.581,151093,0.41,2.04e-05,0.0746,-12.617,0.0303,129.175,0.697
65,0.527,0.773,264600,0.794,0.000354,0.113,-4.954,0.0326,101.143,0.907
62,0.0513,0.395,211453,0.896,0.00396,0.14,-4.262,0.0351,101.867,0.35
60,0.212,0.661,206520,0.743,2.04e-06,0.0981,-7.76,0.0334,106.045,0.897
62,0.0208,0.575,249813,0.478,1.11e-05,0.144,-5.517,0.0314,125.968,0.297
57,0.00254,0.306,232533,0.985,0.626,0.13,-6.687,0.0822,133.963,0.255
63,0.0414,0.325,153160,0.872,0.0,0.478,-2.535,0.101,199.842,0.744
61,0.148,0.701,462267,0.788,0.625,0.0977,-5.611,0.0425,142.584,0.795
73,0.000243,0.431,-1,0.914,0.0096,0.502,-4.243,0.0616,147.108,0.534
55,0.178,0.687,242347,0.651,0.00879,0.149,-6.696,0.0255,119.937,0.514
75,0.0364,0.454,212689,0.66,0.0,0.181,-4.357,0.168,184.353,0.568
53,0.00277,0.612,242773,0.666,0.0,0.286,-5.866,0.0317,120.048,0.353
62,0.0175,0.409,221093,0.761,0.0,0.114,-4.514,0.031,155.901,0.271
63,3.22e-05,0.47,215120,0.885,0.196,0.169,-7.224,0.0354,138.153,0.79
52,0.00706,0.572,215080,0.868,0.0,0.121,-4.833,0.047,118.011,0.248
65,0.171,0.444,145640,0.943,6.59e-06,0.297,-3.724,0.104,125.896,0.411
68,0.221,0.588,278441,0.301,0.00236,0.128,-14.979,0.0294,112.458,0.19
67,0.000531,0.502,229928,0.685,1.61e-06,0.0923,-5.847,0.0283,81.978,0.574
56,0.271,0.578,254493,0.738,0.0,0.0651,-4.109,0.0427,81.962,0.352
51,0.000488,0.488,187853,0.879,1.19e-06,0.14,-3.329,0.0393,86.986,0.557
66,0.188,0.69,190280,0.798,0.0,0.111,-3.347,0.039,92.967,0.645
53,0.0344,0.479,245333,0.718,0.0,0.282,-4.271,0.0368,149.576,0.398
59,0.31,0.476,283133,0.331,2.82e-06,0.172,-14.884,0.0305,130.574,0.24
59,0.000386,0.542,183480,0.939,3.85e-06,0.0931,-4.166,0.0822,129.983,0.256
55,0.16,0.525,257346,0.501,0.025,0.146,-14.192,0.0318,108.291,0.333
50,0.666,0.624,369947,0.511,0.204,0.0662,-10.746,0.0281,144.049,0.713
53,0.00358,0.765,460493,0.397,0.715,0.117,-10.538,0.0359,123.89,0.15
75,0.582,0.651,202920,0.708,0.0,0.0796,-4.791,0.0376,119.964,0.558
52,0.108,0.397,224027,0.507,0.118,0.109,-11.766,0.0358,117.971,0.343
57,0.242,0.562,181827,0.798,0.0,0.112,-3.873,0.0311,143.979,0.579
52,0.0175,0.672,505093,0.792,0.0119,0.313,-6.436,0.0333,146.907,0.649
65,0.222,0.332,474360,0.623,0.000883,0.278,-12.365,0.0803,182.63,0.416
59,0.228,0.573,233587,0.656,0.0,0.0651,-5.954,0.0562,81.952,0.668
52,5.83e-05,0.387,227400,0.886,0.275,0.219,-6.981,0.0617,176.426,0.757
58,0.515,0.471,284840,0.357,0.00363,0.114,-11.333,0.0283,138.255,0.278
61,0.0774,0.486,198763,0.892,0.0,0.0532,-3.529,0.0606,72.984,0.361
60,4.85e-05,0.518,189787,0.718,0.244,0.25,-4.355,0.0343,127.593,0.531
54,0.0822,0.628,224382,0.584,0.433,0.298,-8.03,0.0284,112.0,0.335
57,0.0929,0.68,186800,0.798,0.0,0.0746,-4.978,0.116,116.989,0.594
53,0.0698,0.757,192414,0.72,1.45e-05,0.112,-5.644,0.0425,121.968,0.96
54,0.424,0.669,269323,0.517,0.0,0.155,-5.97,0.0345,140.931,0.354
57,0.0164,0.638,191126,0.682,1.09e-05,0.457,-3.798,0.0526,142.977,0.206
61,0.0214,0.426,271533,0.805,0.0,0.0951,-5.828,0.0398,88.088,0.219
62,0.0316,0.558,213653,0.896,0.0,0.528,-3.687,0.0545,90.064,0.63
59,0.507,0.581,116160,0.821,0.0,0.108,-4.387,0.0318,136.145,0.968
50,0.0193,0.407,205587,0.821,2.06e-06,0.36,-4.987,0.0657,99.814,0.61
57,0.402,0.498,-1,0.806,5.74e-06,0.525,-5.284,0.0265,119.9529606,0.664
52,0.00384,0.544,210080,0.625,0.00657,0.0889,-6.797,0.0342,75.243,0.43
61,0.517,0.668,228747,0.477,0.446,0.139,-8.709,0.0358,88.005,0.0966
77,0.381,0.66,-1,0.383,0.0,0.119,-9.377,0.0304,83.096,0.381
48,0.0185,0.328,574000,0.479,0.682,0.268,-13.336,0.0313,119.596,0.0569
65,0.858,0.654,134400,0.336,0.385,0.0786,-12.825,0.0379,176.083,0.947
56,0.0407,0.569,178555,0.625,0.0113,0.536,-7.429,0.0273,119.9529606,0.502
82,0.0021,0.592,329733,0.767,0.00165,0.127,-2.788,0.027,96.483,0.328
55,0.121,0.625,218867,0.826,0.0,0.158,-5.037,0.0325,99.919,0.699
66,0.0874,0.525,252280,0.741,0.147,0.117,-5.643,0.0311,117.031,0.179
56,0.0116,0.528,208067,0.888,0.762,0.154,-6.039,0.0326,145.971,0.897
67,0.0999,0.403,240933,0.777,3.28e-06,0.124,-6.416,0.0354,76.329,0.149
53,0.744,0.366,498147,0.357,1.97e-05,0.11,-6.227,0.0342,118.901,0.117
77,0.323,0.606,182493,0.652,0.0,0.201,-6.982,0.0281,97.155,0.476
60,0.034,0.521,215973,0.933,2.07e-05,0.33,-4.874,0.179,169.842,0.607
64,0.0299,0.57,222573,0.83,0.0,0.148,-5.096,0.0579,155.014,0.765
58,0.0196,0.439,246827,0.908,0.0054,0.137,-4.08,0.0649,119.9529606,0.351
55,0.00698,0.581,234013,0.566,2.93e-06,0.0968,-8.169,0.0357,83.904,0.449
71,0.0771,0.712,287733,0.967,0.0,0.356,-5.206,0.047,145.024,0.895
55,0.324,0.705,191280,0.813,0.0,0.347,-4.522,0.116,119.9529606,0.843
68,0.514,0.458,342493,0.486,0.0,0.574,-8.147,0.0258,72.484,0.363
58,0.0073,0.491,249067,0.738,0.0,0.295,-6.73,0.0571,162.003,0.524
59,0.045,0.624,199767,0.548,0.00017,0.11,-6.658,0.0318,91.973,0.367
65,0.0152,0.465,217824,0.917,0.02,0.286,-6.331,0.237,155.061,0.39
57,0.0218,0.456,257960,0.508,0.0,0.237,-14.339,0.0402,119.9529606,0.553
55,0.83,0.387,-1,0.194,0.00145,0.131,-10.829,0.031,121.7,0.0862
60,0.051,0.443,267906,0.778,0.0,0.267,-3.037,0.0328,148.044,0.418
63,0.000467,0.617,254510,0.704,1.33e-05,0.326,-6.835,0.0301,99.804,0.358
64,0.794,0.39,330533,0.31,0.0,0.379,-14.545,0.0676,177.515,0.584
60,0.138,0.516,-1,0.745,0.0,0.114,-5.674,0.0381,119.9529606,0.77
54,0.000179,0.587,396333,0.613,0.151,0.178,-9.444,0.0341,85.693,0.655
60,0.13,0.872,247133,0.679,0.00746,0.323,-10.026,0.156,119.9529606,0.948
55,0.152,0.555,-1,0.726,0.000178,0.148,-8.939,0.0368,107.719,0.505
61,0.244,0.529,168853,0.847,0.0,0.205,-5.513,0.0482,93.977,0.69
53,0.917,0.561,228920,0.252,0.0,0.106,-9.448,0.0345,144.226,0.346
53,0.00591,0.465,-1,0.812,0.000494,0.408,-6.398,0.0467,146.2,0.811
65,0.00318,0.559,190760,0.931,1.24e-05,0.0624,-5.863,0.0721,90.911,0.644
50,0.0125,0.264,287613,0.875,0.24,0.0925,-3.371,0.054,119.9529606,0.232
33,0.00938,0.473,214213,0.802,0.00141,0.392,-4.966,0.0322,119.9529606,0.661
53,0.164,0.552,295667,0.802,0.00114,0.13,-7.479,0.04,152.807,0.631
56,0.0293,0.647,219213,0.764,0.0,0.139,-4.388,0.0363,161.416,0.598
55,0.0276,0.684,238973,0.837,2.98e-05,0.0627,-5.46,0.0307,115.94,0.565
54,0.0399,0.575,177960,0.985,0.0,0.166,-1.038,0.0743,119.9529606,0.476
55,1.87e-05,0.409,258373,0.974,0.118,0.116,-5.274,0.085,166.001,0.473
60,1.04e-05,0.545,209480,0.836,0.000129,0.413,-4.029,0.0281,105.925,0.449
67,0.00738,0.547,197053,0.804,0.0,0.0308,-5.268,0.0361,142.016,0.666
68,0.129,0.662,209693,0.65,0.0,0.113,-5.981,0.0383,117.992,0.481
67,0.0312,0.669,244760,0.914,8.92e-05,0.0483,-3.834,0.107,97.021,0.855
58,0.0198,0.467,185080,0.815,1.23e-06,0.118,-7.929,0.0524,140.047,0.335
56,0.038,0.364,260609,0.46,0.00131,0.535,-8.298,0.0425,93.129,0.068
62,0.00963,0.639,246173,0.903,7.06e-05,0.174,-5.013,0.0371,135.938,0.96
52,0.00614,0.515,260160,0.912,0.177,0.157,-8.547,0.0693,107.131,0.596
28,0.082,0.291,210707,0.948,0.0117,0.968,-4.517,0.101,161.473,0.577
41,0.0118,0.854,90667,0.493,0.012,0.104,-9.996,0.104,89.984,0.582
35,0.239,0.556,198320,0.867,0.0,0.0874,-4.904,0.0321,133.073,0.81
40,0.373,0.699,216533,0.681,0.0,0.274,-4.983,0.0306,131.99,0.806
32,0.765,0.696,-1,0.617,0.651,0.112,-7.973,0.0297,131.924,0.47
54,0.0471,0.798,190918,0.721,0.0,0.0626,-4.964,0.0927,104.943,0.41
45,0.000999,0.338,554840,0.812,0.000139,0.11,-4.816,0.0346,160.03,0.317
51,0.425,0.436,154749,0.655,0.0,0.393,-8.153,0.159,139.712,0.523
33,0.377,0.519,-1,0.374,0.0,0.0767,-8.878,0.0272,111.336,0.422
26,0.911,0.129,472933,0.0538,0.122,0.0602,-27.769,0.0359,92.218,0.0805
70,0.404,0.629,-1,0.601,0.0,0.0582,-7.508,0.309,199.921,0.612
58,0.195,0.475,314493,0.757,0.0,0.37,-7.307,0.357,119.9529606,0.0707
42,0.292,0.594,198467,0.718,0.0,0.0934,-5.755,0.0289,133.993,0.549
38,0.733,0.54,-1,0.37,0.000932,0.0886,-12.017,0.0463,88.36,0.208
55,0.137,0.622,222187,0.519,0.0,0.0954,-7.971,0.0269,90.082,0.496
45,0.663,0.665,297991,0.634,9.77e-05,0.127,-7.811,0.21,93.05,0.43
30,0.0145,0.519,234573,0.576,0.392,0.201,-7.705,0.0289,139.981,0.116
47,0.404,0.467,157608,0.581,0.0,0.149,-9.768,0.456,91.108,0.152
48,0.449,0.667,149987,0.485,2.33e-06,0.0716,-7.164,0.0602,119.161,0.768
16,0.00883,0.438,299053,0.979,0.256,0.169,-6.269,0.408,152.978,0.126
46,0.89,0.42,213253,0.426,0.0,0.919,-8.648,0.0274,119.9529606,0.489
52,0.694,0.771,252653,0.458,0.000137,0.0784,-7.652,0.0327,109.089,0.707
12,0.000109,0.248,105820,0.918,0.785,0.244,-5.005,0.107,119.9529606,0.34
51,0.308,0.448,198400,0.627,0.0,0.159,-5.657,0.047,149.756,0.37
49,0.00497,0.42,281080,0.635,0.000146,0.139,-5.565,0.031,165.983,0.206
63,0.171,0.348,183640,0.87,4.4e-06,0.202,-5.86,0.137,83.392,0.763
47,0.0974,0.498,215240,0.88,0.0,0.341,-5.098,0.0379,76.007,0.764
38,0.0332,0.608,218624,0.938,0.0,0.31,-2.681,0.287,134.198,0.436
69,0.013,0.649,208467,0.888,2.23e-06,0.0888,-4.807,0.0293,100.975,0.553
37,0.678,0.73,163933,0.43,1.99e-06,0.179,-8.232,0.0434,123.472,0.572
38,0.00483,0.638,256440,0.427,2.48e-06,0.146,-12.994,0.0756,169.831,0.543
25,0.996,0.36,198053,0.0612,0.885,0.11,-25.708,0.0447,92.864,0.11
28,0.595,0.163,162027,0.44,0.909,0.142,-9.873,0.0436,154.357,0.126
73,0.000917,0.433,269373,0.959,0.0,0.028,-4.04,0.0431,119.9529606,0.365
47,0.176,0.809,149013,0.701,0.0,0.184,-12.484,0.0574,105.696,0.563
13,0.0588,0.523,229720,0.843,0.000559,0.132,-3.988,0.0328,119.9529606,0.494
47,0.474,0.782,-1,0.791,0.0012,0.0555,-6.321,0.0383,99.992,0.819
51,0.2,0.427,240733,0.883,0.0,0.105,-1.936,0.102,159.91,0.724
64,0.795,0.631,188693,0.354,0.000107,0.0879,-11.112,0.0313,73.007,0.522
39,0.156,0.529,-1,0.56,0.0299,0.155,-12.972,0.0329,104.516,0.866
60,0.00602,0.634,237027,0.845,5.29e-06,0.0598,-5.058,0.352,94.0,0.929
43,0.00153,0.196,331653,0.737,0.745,0.0865,-8.961,0.0728,96.138,0.0898
50,0.981,0.228,441013,0.498,0.864,0.704,-20.596,0.0533,79.023,0.358
24,0.11,0.626,368400,0.994,0.0415,0.304,-2.849,0.0802,129.993,0.475
42,0.239,0.669,217778,0.736,0.000169,0.598,-3.223,0.0602,145.061,0.494
44,0.0101,0.698,212760,0.676,2.57e-05,0.112,-11.717,0.0277,116.486,0.961
23,0.0498,0.708,285427,0.447,1.41e-05,0.273,-10.714,0.052,102.035,0.626
0,0.986,0.343,259040,0.0153,0.908,0.181,-30.433,0.0453,169.22,0.102
51,0.0258,0.445,-1,0.882,0.000808,0.0824,-4.979,0.109,144.28,0.573
36,0.937,0.0874,-1,0.0169,0.773,0.108,-32.245,0.0478,85.068,0.05
25,0.00873,0.465,243020,0.981,0.0,0.354,-2.366,0.203,128.093,0.534
27,0.0182,0.35,184773,0.658,3.79e-06,0.073,-6.553,0.0568,156.295,0.593
40,0.000107,0.158,267400,0.742,0.666,0.364,-6.508,0.0649,206.863,0.0653
49,2.58e-05,0.475,177427,0.753,0.0968,0.212,-5.058,0.214,162.92,0.672
57,0.00228,0.539,257080,0.786,1.79e-05,0.121,-4.884,0.0269,88.969,0.503
30,0.832,0.184,329133,0.0917,0.94,0.112,-17.91,0.0407,127.207,0.0331
38,0.00102,0.467,229027,0.973,0.0357,0.0528,-1.236,0.143,93.153,0.445
33,0.829,0.218,372187,0.244,0.93,0.129,-16.472,0.0404,83.739,0.06
43,0.61,0.568,-1,0.225,0.0577,0.0596,-16.413,0.0498,119.9529606,0.592
27,0.0011,0.327,308080,0.972,0.00348,0.0817,-3.489,0.469,119.9529606,0.103
43,0.0354,0.794,373377,0.625,0.871,0.0654,-8.396,0.0549,113.996,0.187
29,0.176,0.609,344160,0.888,0.0,0.15,-2.814,0.036,119.959,0.696
47,0.054,0.482,-1,0.627,2.99e-06,0.111,-5.779,0.03,95.903,0.17
52,0.059,0.625,158108,0.699,0.0,0.231,-10.665,0.478,147.956,0.381
30,0.112,0.394,325733,0.348,0.0257,0.294,-10.197,0.036,127.543,0.538
16,0.0246,0.545,225107,0.917,0.0,0.307,-2.839,0.0352,132.93,0.651
64,0.914,0.567,157893,0.159,0.0,0.111,-13.648,0.0331,146.913,0.436
46,0.71,0.623,383973,0.328,0.344,0.105,-12.949,0.0382,74.668,0.696
56,3.98e-05,0.476,181667,0.907,4.32e-06,0.353,-3.938,0.0593,96.515,0.303
13,0.826,0.153,205347,0.359,0.888,0.0816,-17.719,0.0384,83.894,0.313
55,0.547,0.562,241133,0.394,0.0,0.383,-9.536,0.239,76.277,0.292
33,0.0731,0.654,148267,0.726,0.891,0.243,-5.491,0.0354,90.969,0.56
16,0.000286,0.527,92573,0.752,0.785,0.152,-5.76,0.0406,95.018,0.474
64,0.0217,0.858,247613,0.76,0.0,0.322,-7.895,0.254,93.082,0.951
47,0.326,0.699,147107,0.59,0.0,0.108,-4.952,0.215,144.88,0.812
28,0.714,0.616,113813,0.186,1.32e-06,0.166,-13.757,0.051,119.747,0.878
31,0.569,0.449,249600,0.871,1.93e-06,0.401,-2.365,0.0714,204.048,0.786
38,0.11,0.418,318178,0.652,0.535,0.354,-11.112,0.0748,80.451,0.607
36,0.0335,0.661,314080,0.559,0.146,0.0822,-10.3,0.0336,95.994,0.602
55,0.126,0.779,217440,0.902,0.0,0.242,-2.975,0.169,95.321,0.82
23,0.377,0.734,180773,0.676,0.221,0.741,-7.273,0.04,94.518,0.907
59,0.0887,0.691,272379,0.74,0.0,0.149,-5.884,0.298,78.025,0.41
52,0.0132,0.624,245947,0.684,0.0,0.113,-4.745,0.31,164.07,0.255
50,0.102,0.307,367160,0.407,0.0571,0.103,-8.25,0.028,90.255,0.0433
0,0.928,0.382,588400,0.161,0.559,0.12,-19.09,0.0535,93.319,0.266
0,0.956,0.332,194053,0.188,0.929,0.137,-20.45,0.0446,136.27,0.055
56,0.0563,0.892,-1,0.538,0.0,0.303,-7.043,0.304,130.129,0.325
51,0.184,0.754,208867,0.801,0.0,0.132,-5.992,0.35,119.9529606,0.391
36,0.0914,0.698,218000,0.921,0.0,0.0602,-4.091,0.0387,119.9529606,0.685
36,0.865,0.124,179453,0.309,0.8,0.103,-15.882,0.0346,63.827,0.0796
28,0.0357,0.455,226027,0.951,0.000614,0.389,-2.365,0.109,131.814,0.383
33,0.00166,0.495,-1,0.534,0.000117,0.0889,-7.347,0.0253,92.997,0.182
30,0.00701,0.442,398333,0.566,0.149,0.129,-10.696,0.0616,97.643,0.51
50,0.101,0.53,231640,0.504,0.000633,0.106,-6.71,0.0251,119.9529606,0.56
32,0.904,0.393,386533,0.129,0.587,0.1,-23.347,0.0393,120.123,0.645
32,0.409,0.528,145027,0.566,0.874,0.0956,-10.951,0.0376,149.885,0.482
50,0.0879,0.776,187653,0.601,0.000305,0.353,-6.041,0.0487,82.481,0.416
60,0.582,0.421,187134,0.407,0.775,0.117,-10.732,0.0777,80.748,0.238
32,0.987,0.155,304733,0.0581,0.89,0.0952,-26.549,0.0447,92.442,0.0731
38,0.00108,0.776,448480,0.703,0.88,0.352,-16.542,0.0498,125.938,0.922
57,0.123,0.749,238054,0.649,0.0,0.371,-8.623,0.053,120.068,0.146
30,0.915,0.479,124400,0.217,0.000816,0.0853,-11.499,0.0291,74.864,0.364
40,0.102,0.558,197053,0.837,0.0,0.0651,-4.385,0.0356,170.034,0.857
47,0.00219,0.605,243800,0.789,0.0178,0.127,-7.035,0.0338,136.041,0.434
26,0.77,0.81,153093,0.524,1.03e-05,0.161,-9.77,0.0339,130.214,0.949
26,3.87e-05,0.476,169613,0.791,0.838,0.165,-8.086,0.0582,119.9529606,0.403
40,0.109,0.797,284067,0.555,0.00019,0.0648,-12.692,0.0385,114.746,0.881
28,0.859,0.574,185387,0.284,0.0,0.114,-9.087,0.0363,68.07,0.672
66,0.219,0.701,144333,0.261,0.0,0.0821,-19.846,0.0938,97.042,0.89
62,0.0819,0.421,300427,0.963,0.0,0.5,-2.16,0.415,119.9529606,0.494
51,0.602,0.658,141174,0.626,2.46e-06,0.682,-6.069,0.328,119.9529606,0.738
36,0.289,0.554,299600,0.811,0.0,0.363,-4.481,0.0461,160.17,0.737
64,0.279,0.723,298200,0.691,0.0,0.0363,-6.784,0.219,138.038,0.512
54,0.00664,0.496,316004,0.554,0.0,0.111,-8.487,0.365,80.0,0.328
37,0.192,0.265,205320,0.641,0.952,0.11,-6.854,0.033,186.004,0.167
38,0.0306,0.443,251320,0.756,0.00121,0.33,-9.216,0.0443,83.797,0.346
55,0.374,0.926,213120,0.354,0.0,0.49,-10.773,0.511,105.005,0.561
44,0.888,0.37,195360,0.471,0.003,0.103,-10.544,0.0371,146.322,0.373
46,0.823,0.505,164666,0.17,2.87e-05,0.0619,-12.848,0.0325,119.9529606,0.305
42,7.73e-05,0.422,287267,0.879,0.0484,0.329,-5.238,0.101,180.05,0.196
70,0.279,0.516,288200,0.738,0.0,0.621,-7.21,0.415,175.432,0.595
